Petition,URL,State,Signatures Count
Put British Colonial History onto the National Curriculum,https://petition.parliament.uk/petitions/323931,rejected,21
Keep The Virtual Parliament as an option for MPs unable to attend HoC in person,https://petition.parliament.uk/petitions/323932,rejected,14
Opens zoos asap you can social distance and stay safe,https://petition.parliament.uk/petitions/323939,rejected,21
Keep remote attendance to Parliament available to all MPs who require it.,https://petition.parliament.uk/petitions/323942,rejected,18
Mandatory teaching of British colonisation and slavery,https://petition.parliament.uk/petitions/323944,rejected,8
Fund legal aid and exempt all legal costs for those on low income or benefits,https://petition.parliament.uk/petitions/323951,open,13
Make childcare affordable for working parents,https://petition.parliament.uk/petitions/323955,rejected,15
Keep Forest Boys school a BOYS ONLY school.,https://petition.parliament.uk/petitions/323957,rejected,9
Stop all payments to the EU and give the money to the NHS instead,https://petition.parliament.uk/petitions/323958,rejected,21
Making the UK education curriculum more inclusive of BAME history,https://petition.parliament.uk/petitions/323961,closed,26738
Make the British Empire a compulsory part of the school curriculum,https://petition.parliament.uk/petitions/323964,rejected,7
Ban the use of disposable barbecues in public spaces.,https://petition.parliament.uk/petitions/323972,rejected,21
Allow single/widowed parents of British Citizens to live in the UK as dependants,https://petition.parliament.uk/petitions/323973,open,892
give police the powers to give on the spot fines,https://petition.parliament.uk/petitions/323976,rejected,6
Freeze tax for the key workers that has worked  through the lockdown period. .,https://petition.parliament.uk/petitions/323994,rejected,9
Fair pay for nurses and carers,https://petition.parliament.uk/petitions/323996,rejected,10
Require the NHS to provide single-sex psychiatric wards including intake wards,https://petition.parliament.uk/petitions/323999,open,1476
Make history a mandatory GCSE subject and include racism in the curriculum,https://petition.parliament.uk/petitions/324002,rejected,10
Make all funeral-related costs VAT zero-rated or exempt.,https://petition.parliament.uk/petitions/324009,open,22
"A special day of remembrance, Westminster Abbey, 23rd March 2021.",https://petition.parliament.uk/petitions/324032,rejected,8
"Parliament to formally state that ""black lives matter"". Using those words",https://petition.parliament.uk/petitions/324034,rejected,10
Ban disposable barbecues.,https://petition.parliament.uk/petitions/324039,rejected,10
Limit travel during lockdown by county or a mile radius,https://petition.parliament.uk/petitions/324044,open,33
Require schools to allow staff to wear face coverings whilst at work,https://petition.parliament.uk/petitions/324050,open,45
Publish the review on how Covid-19 is disproportionally affecting BAME citizens,https://petition.parliament.uk/petitions/324052,rejected,20
Pay all keyworkers a £500 tax free bonus.,https://petition.parliament.uk/petitions/324057,rejected,21
teach black history and the plight of black people in primary schools,https://petition.parliament.uk/petitions/324071,rejected,6
Implement Black History as a compulsory topic on the National Curriculum,https://petition.parliament.uk/petitions/324072,rejected,21
Prohibit cyclists from cycling on roads with speed limits of over 40 mph,https://petition.parliament.uk/petitions/324074,open,39
Make racism part of the national primary curriculum.,https://petition.parliament.uk/petitions/324076,rejected,21
Carry out the BAME Covid19 inquiry now,https://petition.parliament.uk/petitions/324077,rejected,8
White privilege courses for police officers.,https://petition.parliament.uk/petitions/324081,rejected,14
Publish review into BAME people being disproportionately affected by COVID-19,https://petition.parliament.uk/petitions/324086,rejected,10
Prioritise the review publishing of the impact of COVID-19 on BAME community,https://petition.parliament.uk/petitions/324087,rejected,7
Teach Britain's colonial past as part of the UK's compulsory curriculum,https://petition.parliament.uk/petitions/324092,closed,268772
Consider recognising Taiwan as a sovereign nation to protect Hongkongers,https://petition.parliament.uk/petitions/324101,rejected,6
Transatlantic Slave Trade to be a statutory topic on KS3 National Curriculum.,https://petition.parliament.uk/petitions/324105,rejected,21
Offer all Residents of Hong Kong British citizenship.,https://petition.parliament.uk/petitions/324107,rejected,6
Pay everyone who has paid tax in any capacity the same 80% as other workers,https://petition.parliament.uk/petitions/324108,rejected,6
INCLUDE THE SUCCESS & OPPRESSION OF BLACK BRITISH PEOPLE IN NATIONAL CURRICULUM,https://petition.parliament.uk/petitions/324109,rejected,21
Reform the Ethnocentric National Curriculum,https://petition.parliament.uk/petitions/324112,rejected,11
Extend Covid-19 grants to rural businesses exempt from business rates,https://petition.parliament.uk/petitions/324117,closed,141
Black History and Racial Studies to be compulsory in primary school curriculum.,https://petition.parliament.uk/petitions/324120,rejected,13
Legal requirement that online retailers show the country of manufacture.,https://petition.parliament.uk/petitions/324122,closed,1722
Teach Black history and Britain’s history of racism in all schools,https://petition.parliament.uk/petitions/324123,rejected,7
Introduce more education on black history to British schools,https://petition.parliament.uk/petitions/324128,rejected,9
Make it compulsory for Black & POC UK history to be taught in schools.,https://petition.parliament.uk/petitions/324132,rejected,21
Require police to capture Body Worn Video in all interactions with the public,https://petition.parliament.uk/petitions/324133,open,176
Pass a law that holds police officers accountable for police brutality.,https://petition.parliament.uk/petitions/324135,rejected,21
Retain current UC standard allowances for under 25s after the pandemic,https://petition.parliament.uk/petitions/324139,open,55
"Suspend exports of tear gas, rubber bullets, and riot shields to the US",https://petition.parliament.uk/petitions/324140,rejected,6
Black History and Racial Studies to be compulsory in primary school curriculum.,https://petition.parliament.uk/petitions/324141,rejected,7
"Make Inclusion, Diversity and Equality a module in the National Curriculum",https://petition.parliament.uk/petitions/324147,rejected,6
"Ban the sale of disposable BBQs, in order to reduce the number of moorland fires",https://petition.parliament.uk/petitions/324148,rejected,21
Make Colonialism a mandatory part of the Education Curriculum,https://petition.parliament.uk/petitions/324160,rejected,21
Ban disposable BBQ’s in public places.,https://petition.parliament.uk/petitions/324165,rejected,9
Make black history a permanent topic in the curriculum taught in UK schools,https://petition.parliament.uk/petitions/324166,rejected,21
Introduce British Colonialism into the primary and secondary school curriculum.,https://petition.parliament.uk/petitions/324173,rejected,7
Implement Race Related Studies into the National Curriculum,https://petition.parliament.uk/petitions/324174,rejected,12
Hold the British media to account for their actions.,https://petition.parliament.uk/petitions/324179,rejected,10
"No disposable BBQ’s to under 21’s
Unsafe disposal to carry jail term",https://petition.parliament.uk/petitions/324180,rejected,21
SEND THE BOATS BACK!,https://petition.parliament.uk/petitions/324183,rejected,21
Rethink the Immigration and Social Security Co-ordination (EU Withdrawal) Bill,https://petition.parliament.uk/petitions/324187,rejected,12
Change the British educational curriculum to cover the UK Civil Rights movement,https://petition.parliament.uk/petitions/324188,rejected,11
Add ethics to the national curriculum for primary schools,https://petition.parliament.uk/petitions/324194,closed,7375
Include the impact of British imperialism in national curriculum for all schools,https://petition.parliament.uk/petitions/324195,rejected,11
Ban the sale of disposable BBQs,https://petition.parliament.uk/petitions/324201,rejected,10
"Reset school year, due to Covid, giving children a chance to learn & succeed",https://petition.parliament.uk/petitions/324207,rejected,14
Suspend future sales of tear gas and other crowd control equipment to the USA,https://petition.parliament.uk/petitions/324208,closed,22421
Make Black histories compulsory across all key stages of the national curriculum,https://petition.parliament.uk/petitions/324211,rejected,21
To include mandatory Black history into the primary curriculum.,https://petition.parliament.uk/petitions/324212,rejected,7
